Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD)
120.0,2,True,True,False,Shahryar,1200000000.0,40000.0
121.0,3,True,True,False,Ostad Moein,3300000000.0,110000.0
80.0,2,True,True,True,Azarbaijan,2800000000.0,93333.33
88.0,2,True,True,True,Railway,2860000000.0,95333.33
141.0,3,True,True,True,Persian Gulf Martyrs Lake,3810000000.0,127000.0
140.0,3,True,True,True,Persian Gulf Martyrs Lake,1790000000.0,59666.67
120.0,2,True,True,True,Persian Gulf Martyrs Lake,1530000000.0,51000.0
70.0,2,True,True,True,Punak,3500000000.0,116666.67
75.0,2,True,False,True,Heshmatieh,3000000000.0,100000.0
95.0,2,True,True,True,Golestan,950000000.0,31666.67
127.0,2,True,True,True,Southern Janatabad,6000000000.0,200000.0
123.0,3,True,True,True,Shahr-e-Ziba,3700000000.0,123333.33
63.0,2,True,True,True,Southern Janatabad,2000000000.0,66666.67
90.0,2,True,True,True,Punak,3050000000.0,101666.67
105.0,2,True,True,True,Pardis,605000000.0,20166.67
120.0,3,True,False,True,Pirouzi,3700000000.0,123333.33
65.0,2,True,True,True,Feiz Garden,2500000000.0,83333.33
63.0,2,True,True,True,Central Janatabad,3000000000.0,100000.0
75.0,2,True,True,True,East Ferdows Boulevard,2100000000.0,70000.0
88.0,2,True,False,True,Gholhak,4700000000.0,156666.67
117.0,2,True,True,True,Islamshahr,1579500000.0,52650.0
65.0,1,True,True,False,Pirouzi,1750000000.0,58333.33
90.0,2,True,True,True,Central Janatabad,3780000000.0,126000.0
67.0,2,True,True,True,Central Janatabad,2750000000.0,91666.67
60.0,1,True,True,True,Punak,1750000000.0,58333.33
44.0,1,True,True,False,Andisheh,350000000.0,11666.67
68.0,1,True,True,True,Heravi,4115000000.0,137166.67
86.0,2,True,True,True,Pardis,580000000.0,19333.33
84.0,2,True,True,True,Pardis,560000000.0,18666.67
94.0,2,True,True,True,Heravi,4800000000.0,160000.0
113.0,2,True,True,True,Saadat Abad,7500000000.0,250000.0
71.0,2,True,True,True,Islamshahr,630000000.0,21000.0
70.0,2,True,True,False,Dehkade Olampic,2000000000.0,66666.67
200.0,3,True,True,True,Golestan,2400000000.0,80000.0
106.0,2,True,True,True,Golestan,1100000000.0,36666.67
114.0,2,True,True,True,West Pars,3820000000.0,127333.33
100.0,2,True,True,True,Punak,6000000000.0,200000.0
122.0,2,True,True,True,Saadat Abad,5800000000.0,193333.33
200.0,2,True,True,False,Damavand,3500000000.0,116666.67
65.0,1,True,True,True,Southern Janatabad,3000000000.0,100000.0
124.0,3,True,True,True,Pirouzi,3968000000.0,132266.67
83.0,2,True,True,True,Republic,1909000000.0,63633.33
104.0,2,True,True,True,East Ferdows Boulevard,5700000000.0,190000.0
103.0,3,True,True,True,West Ferdows Boulevard,3200000000.0,106666.67
48.0,1,True,True,True,West Ferdows Boulevard,1920000000.0,64000.0
135.0,2,True,True,False,Gheitarieh,7400000000.0,246666.67
86.0,2,True,True,True,Saadat Abad,6200000000.0,206666.67
75.0,2,True,True,True,East Ferdows Boulevard,2350000000.0,78333.33
58.0,1,True,True,True,East Ferdows Boulevard,1850000000.0,61666.67
82.0,2,True,True,True,Qazvin Imamzadeh Hassan,1886000000.0,62866.67
58.0,2,True,True,True,Shahran,2200000000.0,73333.33
101.0,2,True,True,True,Beryanak,2323000000.0,77433.33
90.0,2,True,True,True,Niavaran,6800000000.0,226666.67
132.0,3,True,True,True,Gheitarieh,6250000000.0,208333.33
81.0,2,True,True,True,Valiasr,1863000000.0,62100.0
100.0,2,True,True,True,Valiasr,2300000000.0,76666.67
80.0,2,True,True,True,Central Janatabad,3350000000.0,111666.67
76.0,2,True,True,True,Jeyhoon,2000000000.0,66666.67
128.0,3,True,True,True,Punak,5700000000.0,190000.0
74.0,2,True,True,True,Amir Bahador,1702000000.0,56733.33
75.0,1,True,True,True,Central Janatabad,3000000000.0,100000.0
120.0,2,True,True,True,Pasdaran,7500000000.0,250000.0
120.0,2,True,True,True,Pasdaran,7500000000.0,250000.0
85.0,2,True,True,True,Ekhtiarieh,5000000000.0,166666.67
105.0,2,True,True,True,Pardis,700000000.0,23333.33
58.0,1,True,True,True,Ekbatan,2810000000.0,93666.67
75.0,2,True,True,True,Parand,395000000.0,13166.67
62.0,1,True,True,True,Shahran,1850000000.0,61666.67
93.0,2,True,True,True,Rudhen,1450000000.0,48333.33
75.0,2,True,True,True,Islamshahr,715000000.0,23833.33
86.0,2,True,True,False,Islamshahr,1200000000.0,40000.0
120.0,2,True,True,True,Southern Program Organization,4260000000.0,142000.0
95.0,2,True,True,True,Andisheh,1500000000.0,50000.0
70.0,2,True,True,False,West Ferdows Boulevard,2120000000.0,70666.67
75.0,2,True,True,False,East Ferdows Boulevard,2000000000.0,66666.67
81.0,2,True,False,True,Pardis,590000000.0,19666.67
65.0,1,True,True,False,West Ferdows Boulevard,1930000000.0,64333.33
75.0,2,True,True,True,East Ferdows Boulevard,2730000000.0,91000.0
106.0,2,True,True,False,East Ferdows Boulevard,3150000000.0,105000.0
115.0,2,True,True,True,East Ferdows Boulevard,4600000000.0,153333.33
100.0,2,True,True,True,Shahr-e-Ziba,3000000000.0,100000.0
118.0,2,True,True,True,East Ferdows Boulevard,4500000000.0,150000.0
116.0,2,True,True,True,East Ferdows Boulevard,5100000000.0,170000.0
76.0,2,True,True,True,Shahr-e-Ziba,2200000000.0,73333.33
74.0,2,True,True,False,East Ferdows Boulevard,2300000000.0,76666.67
96.0,2,True,True,True,Saadat Abad,4500000000.0,150000.0
87.0,2,True,True,True,Pardis,625000000.0,20833.33
43.0,1,True,True,False,Northern Janatabad,1620000000.0,54000.0
53.0,1,True,True,True,East Ferdows Boulevard,1920000000.0,64000.0
78.0,2,True,True,True,Shahr-e-Ziba,2250000000.0,75000.0
55.0,1,True,True,True,West Ferdows Boulevard,1850000000.0,61666.67
78.0,2,True,True,True,Southern Janatabad,3600000000.0,120000.0
95.0,2,True,True,True,Southern Janatabad,4400000000.0,146666.67
115.0,3,True,True,True,Punak,4500000000.0,150000.0
113.0,2,True,True,True,Punak,4300000000.0,143333.33
85.0,2,True,True,True,Punak,3380000000.0,112666.67
90.0,2,True,True,True,Saadat Abad,6500000000.0,216666.67
63.0,1,True,False,False,Punak,2200000000.0,73333.33
75.0,2,True,True,True,Central Janatabad,3220000000.0,107333.33
130.0,3,True,True,True,Punak,6240000000.0,208000.0
91.0,2,True,True,True,Punak,3350000000.0,111666.67
121.0,3,True,True,True,Persian Gulf Martyrs Lake,3650000000.0,121666.67
126.0,2,True,True,True,East Ferdows Boulevard,5500000000.0,183333.33
450.0,2,True,True,False,Absard,4200000000.0,140000.0
500.0,2,True,True,False,Absard,3900000000.0,130000.0
110.0,1,True,True,True,Pasdaran,6600000000.0,220000.0
145.0,3,True,True,True,Haft Tir,4700000000.0,156666.67
81.0,2,True,True,True,Shahrake Qods,810000000.0,27000.0
64.0,2,True,True,True,Shahr-e-Ziba,2200000000.0,73333.33
112.0,2,True,True,True,Shahr-e-Ziba,3680000000.0,122666.67
130.0,3,True,True,True,Mahallati,5200000000.0,173333.33
84.0,2,True,True,True,Shahran,3400000000.0,113333.33
82.0,2,True,True,True,Shahran,3550000000.0,118333.33
60.0,1,True,True,True,Southern Janatabad,1950000000.0,65000.0
60.0,1,True,True,False,Southern Janatabad,2280000000.0,76000.0
63.0,2,True,True,True,Southern Janatabad,2000000000.0,66666.67
70.0,2,True,True,True,Southern Janatabad,1950000000.0,65000.0
92.0,2,True,True,True,Feiz Garden,3900000000.0,130000.0
62.0,1,True,True,True,Southern Janatabad,2280000000.0,76000.0
65.0,1,True,True,True,Punak,2900000000.0,96666.67
90.0,2,True,True,True,Ozgol,5000000000.0,166666.67
59.0,2,True,True,True,Southern Janatabad,1900000000.0,63333.33
63.0,2,True,True,True,Southern Janatabad,2000000000.0,66666.67
60.0,2,True,True,True,Southern Janatabad,2200000000.0,73333.33
70.0,2,True,True,True,Southern Janatabad,2500000000.0,83333.33
60.0,1,True,True,True,Southern Janatabad,2200000000.0,73333.33
65.0,1,True,True,True,Southern Janatabad,2000000000.0,66666.67
60.0,1,True,True,True,Southern Janatabad,2250000000.0,75000.0
60.0,1,True,True,True,Southern Janatabad,2250000000.0,75000.0
86.0,2,True,True,True,Southern Janatabad,3600000000.0,120000.0
109.0,2,True,True,True,Heravi,6000000000.0,200000.0
98.0,2,True,True,False,Narmak,2842000000.0,94733.33
80.0,2,True,True,True,Central Janatabad,3120000000.0,104000.0
95.0,2,True,True,True,Saadat Abad,4550000000.0,151666.67
86.0,2,True,True,True,Punak,3700000000.0,123333.33
74.0,1,True,True,True,Punak,3250000000.0,108333.33
87.0,2,True,True,True,Northern Janatabad,3550000000.0,118333.33
82.0,2,True,True,True,West Ferdows Boulevard,3450000000.0,115000.0
55.0,1,True,True,True,Shahr-e-Ziba,2490000000.0,83000.0
55.0,1,True,False,True,Shahr-e-Ziba,2020000000.0,67333.33
100.0,2,True,True,False,Southern Janatabad,3800000000.0,126666.67
130.0,3,True,True,True,Central Janatabad,5300000000.0,176666.67
80.0,2,True,True,True,North Program Organization,3100000000.0,103333.33
110.0,2,True,True,True,Tajrish,6600000000.0,220000.0
650.0,2,True,True,False,Absard,5200000000.0,173333.33
101.0,3,True,True,True,Ekhtiarieh,6500000000.0,216666.67
104.0,2,True,True,True,Feiz Garden,3850000000.0,128333.33
70.0,2,True,True,True,Northern Janatabad,3200000000.0,106666.67
76.0,2,True,True,False,Shahr-e-Ziba,2570000000.0,85666.67
110.0,2,True,True,True,Feiz Garden,4300000000.0,143333.33
90.0,2,True,True,True,Feiz Garden,3850000000.0,128333.33
77.0,2,True,True,True,Shahr-e-Ziba,2570000000.0,85666.67
96.0,2,True,True,True,Pasdaran,5600000000.0,186666.67
75.0,1,True,True,True,Central Janatabad,3250000000.0,108333.33
79.0,2,True,True,True,Abazar,3000000000.0,100000.0
67.0,1,True,True,True,Saadat Abad,3400000000.0,113333.33
125.0,2,True,True,True,Shahr-e-Ziba,6400000000.0,213333.33
75.0,2,True,True,False,Shahr-e-Ziba,1890000000.0,63000.0
75.0,2,True,True,False,Shahr-e-Ziba,1890000000.0,63000.0
91.0,2,True,True,True,Saadat Abad,5400000000.0,180000.0
105.0,2,True,True,True,Parand,1417500000.0,47250.0
66.0,2,True,True,True,Ostad Moein,1585000000.0,52833.33
86.0,2,True,True,True,Southern Janatabad,3270000000.0,109000.0
72.0,2,True,True,False,Northern Janatabad,2380000000.0,79333.33
148.0,2,True,False,True,Koohsar,4500000000.0,150000.0
84.0,2,True,True,True,Saadat Abad,4600000000.0,153333.33
65.0,1,True,True,True,West Ferdows Boulevard,3900000000.0,130000.0
115.0,2,True,True,True,Ekhtiarieh,7400000000.0,246666.67
105.0,2,True,True,True,Saadat Abad,5700000000.0,190000.0
87.0,2,True,True,True,Pardis,650000000.0,21666.67
75.0,2,True,True,False,Shahr-e-Ziba,1890000000.0,63000.0
60.0,1,True,True,True,Persian Gulf Martyrs Lake,875000000.0,29166.67
68.0,1,True,True,True,Southern Program Organization,2630000000.0,87666.67
49.0,1,True,True,True,West Ferdows Boulevard,2200000000.0,73333.33
55.0,1,True,True,True,West Ferdows Boulevard,2200000000.0,73333.33
82.0,2,True,True,True,Punak,4018000000.0,133933.33
54.0,1,True,True,False,West Ferdows Boulevard,2130000000.0,71000.0
82.0,2,True,True,True,Sattarkhan,4100000000.0,136666.67
75.0,2,True,True,True,West Ferdows Boulevard,2800000000.0,93333.33
98.0,2,True,True,True,West Ferdows Boulevard,4520000000.0,150666.67
75.0,2,True,True,False,Shahr-e-Ziba,1890000000.0,63000.0
70.0,1,True,True,True,Niavaran,5600000000.0,186666.67
75.0,2,True,True,False,Shahr-e-Ziba,1890000000.0,63000.0
64.0,1,True,True,True,Ekbatan,3700000000.0,123333.33
85.0,2,True,True,True,Jeyhoon,2100000000.0,70000.0
75.0,2,True,True,False,Shahr-e-Ziba,1890000000.0,63000.0
75.0,2,True,True,False,Shahr-e-Ziba,1890000000.0,63000.0
84.0,2,True,True,True,Pardis,680000000.0,22666.67
75.0,2,True,True,False,Shahr-e-Ziba,1890000000.0,63000.0
108.0,2,True,True,True,Gisha,5180000000.0,172666.67
62.0,1,True,True,True,Shahr-e-Ziba,2580000000.0,86000.0
70.0,2,True,True,True,Southern Janatabad,3370000000.0,112333.33
135.0,3,True,True,True,Abazar,6480000000.0,216000.0
75.0,2,True,True,False,Shahr-e-Ziba,1890000000.0,63000.0
108.0,2,True,True,True,Farmanieh,6200000000.0,206666.67
91.0,2,True,True,True,Ekhtiarieh,5180000000.0,172666.67
112.0,2,True,True,False,Gheitarieh,7500000000.0,250000.0
75.0,2,True,True,False,Shahr-e-Ziba,1890000000.0,63000.0
123.0,2,True,True,True,Pirouzi,4059000000.0,135300.0
69.0,2,True,True,True,Pirouzi,1800000000.0,60000.0
66.0,1,True,False,True,Pirouzi,1850000000.0,61666.67
80.0,2,True,True,True,Ostad Moein,2150000000.0,71666.67
44.0,1,True,True,False,Pirouzi,880000000.0,29333.33
100.0,2,True,True,True,Shahr-e-Ziba,3400000000.0,113333.33
75.0,2,True,True,False,Shahr-e-Ziba,1890000000.0,63000.0
126.0,3,True,True,True,Ostad Moein,3000000000.0,100000.0
85.0,2,True,True,True,Majidieh,2500000000.0,83333.33
75.0,2,True,True,False,Shahr-e-Ziba,1890000000.0,63000.0
79.0,2,True,True,True,Jeyhoon,1817000000.0,60566.67
68.0,1,True,True,True,Pirouzi,2450000000.0,81666.67
105.0,2,True,True,True,Pardis,1000000000.0,33333.33
160.0,2,True,True,True,Pardis,1930000000.0,64333.33
100.0,2,True,True,True,Pardis,585000000.0,19500.0
94.0,2,True,False,True,Pardis,990000000.0,33000.0
75.0,2,True,False,True,Parastar,2300000000.0,76666.67
99.0,3,True,True,True,North Program Organization,4190000000.0,139666.67
90.0,2,True,True,True,Shahr-e-Ziba,4099000000.0,136633.33
129.0,3,True,True,True,Shahr-e-Ziba,4500000000.0,150000.0
102.0,2,True,True,False,Parastar,2030000000.0,67666.67
141.0,3,True,True,True,Pakdasht,1225000000.0,40833.33
96.0,2,True,True,True,Shahr-e-Ziba,3840000000.0,128000.0
87.0,2,True,True,True,Gheitarieh,6264000000.0,208800.0
87.0,2,True,True,True,Gheitarieh,6264000000.0,208800.0
105.0,2,True,True,True,Gheitarieh,6200000000.0,206666.67
61.0,1,True,True,True,Shahran,1850000000.0,61666.67
88.0,2,True,True,True,East Ferdows Boulevard,3700000000.0,123333.33
101.0,2,True,True,True,West Ferdows Boulevard,3700000000.0,123333.33
160.0,2,True,True,True,Pardis,1930000000.0,64333.33
130.0,2,True,True,True,Southern Chitgar,3250000000.0,108333.33
144.0,2,True,True,True,Railway,6600000000.0,220000.0
91.0,2,True,True,True,Southern Janatabad,4500000000.0,150000.0
68.0,2,True,True,True,West Ferdows Boulevard,2200000000.0,73333.33
133.0,3,True,True,True,Rudhen,2260000000.0,75333.33
71.0,2,True,True,True,Si Metri Ji,1633000000.0,54433.33
64.0,1,True,True,True,Pardis,680000000.0,22666.67
132.0,2,True,True,True,Rudhen,2244000000.0,74800.0
95.0,2,True,True,True,Abazar,5600000000.0,186666.67
95.0,2,True,True,True,Abazar,4500000000.0,150000.0
102.0,2,True,True,True,Abazar,5200000000.0,173333.33
120.0,2,True,True,True,Abazar,6250000000.0,208333.33
117.0,3,True,True,True,East Ferdows Boulevard,4600000000.0,153333.33
55.0,1,True,True,True,Karoon,1570000000.0,52333.33
60.0,1,True,True,True,Northern Chitgar,295000000.0,9833.33
85.0,2,True,True,True,Jeyhoon,1900000000.0,63333.33
54.0,1,True,True,True,Jeyhoon,1500000000.0,50000.0
57.0,1,True,True,True,Feiz Garden,1880000000.0,62666.67
101.0,2,True,False,True,Pirouzi,3130000000.0,104333.33
65.0,2,True,True,False,Feiz Garden,1960000000.0,65333.33
91.0,2,True,True,True,Punak,3230000000.0,107666.67
105.0,2,True,True,True,Pardis,690000000.0,23000.0
86.0,2,True,True,True,Central Janatabad,3480000000.0,116000.0
87.0,2,True,True,True,Pardis,760000000.0,25333.33
103.0,2,True,True,True,Shahran,3550000000.0,118333.33
81.0,2,True,True,True,East Pars,2891700000.0,96390.0
73.0,2,True,True,True,Feiz Garden,2600000000.0,86666.67
90.0,2,True,True,True,Northern Chitgar,455000000.0,15166.67
134.0,3,True,True,True,Andisheh,1600000000.0,53333.33
60.0,1,True,True,True,Shahran,1850000000.0,61666.67
51.0,1,True,True,False,Shahran,2020000000.0,67333.33
108.0,2,True,True,False,Pardis,1300000000.0,43333.33
86.0,2,True,True,True,Pardis,610000000.0,20333.33
110.0,2,True,True,False,Pardis,1870000000.0,62333.33
88.0,2,True,True,True,Pardis,740000000.0,24666.67
85.0,2,True,True,True,Pardis,780000000.0,26000.0
100.0,2,True,True,True,Pirouzi,3000000000.0,100000.0
87.0,2,True,True,True,Pardis,715000000.0,23833.33
91.0,2,True,True,True,Salsabil,2093000000.0,69766.67
87.0,2,True,True,True,Pardis,650000000.0,21666.67
170.0,2,True,True,True,Kook,7140000000.0,238000.0
89.0,2,True,True,True,Moniriyeh,2047000000.0,68233.33
64.0,2,True,True,True,Saadat Abad,3200000000.0,106666.67
89.0,2,True,True,True,Northern Janatabad,3100000000.0,103333.33
105.0,2,True,True,True,Air force,3990000000.0,133000.0
111.0,2,True,True,True,Saadat Abad,6800000000.0,226666.67
133.0,3,True,True,True,Sohanak,7448000000.0,248266.67
65.0,1,True,True,False,Saadat Abad,3250000000.0,108333.33
67.0,1,True,True,True,Southern Janatabad,3450000000.0,115000.0
66.0,2,True,True,True,Narmak,2510000000.0,83666.67
75.0,2,True,True,False,Shahr-e-Ziba,1880000000.0,62666.67
103.0,2,True,True,True,Saadat Abad,5200000000.0,173333.33
68.0,1,True,True,True,West Ferdows Boulevard,3570000000.0,119000.0
115.0,2,True,True,True,Andisheh,1900000000.0,63333.33
78.0,2,True,True,True,Qasr-od-Dasht,2000000000.0,66666.67
100.0,2,True,True,True,Persian Gulf Martyrs Lake,1000000000.0,33333.33
58.0,1,True,True,True,Punak,2650000000.0,88333.33
90.0,2,True,True,True,Punak,4200000000.0,140000.0
48.0,1,True,True,True,Punak,2250000000.0,75000.0
70.0,2,True,True,True,Punak,2800000000.0,93333.33
86.0,2,True,True,True,Punak,4200000000.0,140000.0
79.0,2,True,True,True,Pardis,550000000.0,18333.33
88.0,2,True,True,True,Central Janatabad,3600000000.0,120000.0
64.0,2,True,True,False,Jeyhoon,1500000000.0,50000.0
87.0,2,True,True,True,Pardis,540000000.0,18000.0
84.0,2,True,True,True,Pardis,550000000.0,18333.33
84.0,2,True,True,True,Pardis,560000000.0,18666.67
84.0,2,True,True,True,Pardis,540000000.0,18000.0
,2,True,True,True,Ostad Moein,3310000000.0,110333.33
84.0,2,True,True,True,Pardis,550000000.0,18333.33
80.0,2,True,True,False,Northern Janatabad,3250000000.0,108333.33
65.0,2,True,True,True,Punak,2350000000.0,78333.33
105.0,2,True,True,True,Southern Janatabad,5300000000.0,176666.67
93.0,2,True,True,True,Central Janatabad,4650000000.0,155000.0
110.0,2,True,True,True,Central Janatabad,4500000000.0,150000.0
95.0,2,True,True,True,Saadat Abad,5700000000.0,190000.0
86.0,2,True,True,True,Southern Janatabad,3200000000.0,106666.67
70.0,2,True,True,True,Saadat Abad,3900000000.0,130000.0
72.0,2,True,True,True,Southern Janatabad,3150000000.0,105000.0
73.0,2,True,True,True,Saadat Abad,3900000000.0,130000.0
75.0,1,True,True,True,Central Janatabad,3200000000.0,106666.67
67.0,2,True,True,True,West Ferdows Boulevard,2200000000.0,73333.33
68.0,2,True,True,True,East Ferdows Boulevard,2700000000.0,90000.0
88.0,2,True,True,True,Pardis,1900000000.0,63333.33
111.0,2,True,True,True,Saadat Abad,5661000000.0,188700.0
98.0,2,True,True,False,West Ferdows Boulevard,3750000000.0,125000.0
62.0,2,True,True,True,West Ferdows Boulevard,2750000000.0,91666.67
80.0,2,True,True,True,Central Janatabad,4240000000.0,141333.33
82.0,2,True,True,True,Pardis,1100000000.0,36666.67
76.0,2,True,True,True,Saadat Abad,4000000000.0,133333.33
96.0,2,True,True,True,Shahrake Gharb,4800000000.0,160000.0
103.0,2,True,True,True,Saadat Abad,5200000000.0,173333.33
120.0,2,True,True,True,Shahrake Qods,1050000000.0,35000.0
160.0,2,True,True,True,Pardis,2000000000.0,66666.67
75.0,1,True,True,True,Ekhtiarieh,3900000000.0,130000.0
93.0,2,True,True,True,Shahrake Qods,1181100000.0,39370.0
84.0,2,True,True,True,Shahrake Qods,1150800000.0,38360.0
105.0,2,True,True,True,Shahrake Qods,1365000000.0,45500.0
67.0,2,True,True,False,Central Janatabad,2400000000.0,80000.0
100.0,2,True,True,True,Ekhtiarieh,5500000000.0,183333.33
43.0,1,True,True,True,Shahran,2080000000.0,69333.33
93.0,2,True,True,True,Northern Janatabad,4140000000.0,138000.0
60.0,1,True,True,True,Persian Gulf Martyrs Lake,295000000.0,9833.33
87.0,2,True,True,True,Pardis,795000000.0,26500.0
100.0,2,True,True,True,Heravi,5500000000.0,183333.33
124.0,2,True,True,True,Heravi,7040000000.0,234666.67
58.0,2,True,True,False,Central Janatabad,2080000000.0,69333.33
88.0,2,True,True,True,Amirieh,2024000000.0,67466.67
61.0,1,True,True,False,Central Janatabad,2180000000.0,72666.67
87.0,2,True,True,True,Pardis,670000000.0,22333.33
